"app","from","to","pre","keyword","post","vague_noun"
"Sugarmate",4775,4775,"Back to Top 7 . Interactive Features We may engage","vendors","to provide certain interactive features on our Services . Your","vendors"
"Sugarmate",4872,4872,". By using these features , you understand that our","vendors","may process the information obtained through the feature to provide","vendors"
"Sugarmate",5667,5667,"was sold and / or shared are advertisers and analytics","vendors",". When we use the terms sell , sold ,","vendors"
"Sugarmate",6343,6343,"We do not share personal information with third parties or","affiliates","for those third parties ' or affiliates ' own direct","affiliates"
"Sugarmate",6350,6350,"third parties or affiliates for those third parties ' or","affiliates","' own direct marketing purposes . Californians may request information","affiliates"
"Sugarmate",6702,6703,"to receive written information about our policies and practices regarding","service providers","outside of Canada , please submit your request via email","service providers"
"Sugarmate",9899,9899,"technologies , such as cookies , that we or our","vendors","place on Sugarmate , or which may have external-party features","vendors"
"Sugarmate",10052,10053,", including external parties such as advertising networks , internet","service providers","( ISPs ) , contractors , data analytics providers ,","service providers"
"Sugarmate",11006,11006,"personal information , as described above , to : ●","Affiliates",". We may disclose personal information to companies or ventures","affiliates"
"Sugarmate",11026,11026,"ventures that are owned or controlled by us or our","affiliates","in order to provide and improve Sugarmate , for marketing","affiliates"
"Sugarmate",11044,11044,", for marketing purposes , and for advertising . ●","Vendors",". We may disclose personal information to contractors , business","vendors"
"Sugarmate",11054,11055,"Vendors . We may disclose personal information to contractors ,","business partners",", marketing partners , analytics providers , and other vendors","business partners"
"Sugarmate",11065,11065,"partners , marketing partners , analytics providers , and other","vendors","to provide , improve , and personalize Sugarmate's services or","vendors"
"Sugarmate",11086,11086,"where we have your permission to do so . Our","vendors","may engage subcontractors to perform Services for us . ●","vendors"
"Yuka",3241,3241,"section and / or with the following third parties .","Vendors",", Consultants , and Other Third-Party Service Providers . We","vendors"
"Yuka",3248,3249,"third parties . Vendors , Consultants , and Other Third-Party","Service Providers",". We may share your data with third-party vendors ,","service providers"
"Yuka",3258,3258,"Service Providers . We may share your data with third-party","vendors",", service providers , contractors , or agents ( ""","vendors"
"Yuka",3260,3261,". We may share your data with third-party vendors ,","service providers",", contractors , or agents ( "" third parties ""","service providers"
"Yuka",3573,3573,"a portion of our business to another company . ■","Affiliates",". We may share your information with our affiliates ,","affiliates"
"Yuka",3582,3582,"■ Affiliates . We may share your information with our","affiliates",", in which case we will require those affiliates to","affiliates"
"Yuka",3591,3591,"our affiliates , in which case we will require those","affiliates","to honor this Privacy Notice . Affiliates include our parent","affiliates"
"Yuka",3598,3598,"will require those affiliates to honor this Privacy Notice .","Affiliates","include our parent company and any subsidiaries , joint venture","affiliates"
"Yuka",3719,3720,"basic site functions . We also permit third parties and","service providers","to use online tracking technologies on our Services for analytics","service providers"
"Yuka",3768,3769,"on your communication preferences ) . The third parties and","service providers","use their technology to provide advertising about products and services","service providers"
"Yuka",4095,4096,"of AI Technologies We provide the AI Products through third-party","service providers","( "" AI Service Providers "" ) , including OpenAI","service providers"
"Yuka",4100,4101,"the AI Products through third-party service providers ( "" AI","Service Providers",""" ) , including OpenAI and Google Cloud AI .","service providers"
"Yuka",4136,4137,"information will be shared with and processed by these AI","Service Providers","to enable your use of our AI Products for purposes","service providers"
"Yuka",4764,4765,". We have implemented similar appropriate safeguards with our third-party","service providers","and partners and further details can be provided upon request","service providers"
"Yuka",6646,6647,"else ? We may disclose your personal information with our","service providers","pursuant to a written contract between us and each service","service providers"
"Zocdoc",1100,1101,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",1174,1175,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",1224,1225,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Health Information Exchanges Ad Networks *","service providers"
"Zocdoc",1282,1283,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",1337,1338,", and Improving the Services * Corresponding with You *","Service Providers","* Parties you authorize , access , or authenticate Users","service providers"
"Zocdoc",1409,1410,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",1466,1467,", and Improving the Services * Corresponding with You *","Service Providers","( specifically , our current payment processing partner , Stripe","service providers"
"Zocdoc",1522,1523,", and Improving the Services * Corresponding with You *","Service Providers","* Parties you authorize , access , or authenticate Sensitive","service providers"
"Zocdoc",1620,1621,", and Improving the Services * Corresponding with You *","Service Providers","* Analytics Partners * Healthcare Providers * Health Information Exchanges","service providers"
"Zocdoc",1677,1678,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",1732,1733,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",1790,1791,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Health Information Exchanges * Parties you","service providers"
"Zocdoc",2010,2011,"and mobile device , as applicable . From Third Parties","Service Providers","* We may use service providers to analyze how you","service providers"
"Zocdoc",2016,2017,". From Third Parties Service Providers * We may use","service providers","to analyze how you interact and engage with the Services","service providers"
"Zocdoc",2043,2044,"provide you with customer support . * We may use","service providers","to obtain information to generate leads and to create user","service providers"
"Zocdoc",2188,2189,"* We receive information about you from some of our","service providers","who assist us with marketing or promotional services related to","service providers"
"Zocdoc",2740,2741,"may disclose your Personal Data with the following categories of","service providers","and other third parties for the indicated business purposes :","service providers"
"Zocdoc",2767,2768,"Whom We Share Personal Data Business Purpose for Sharing Data","Service Providers","Payment Processors * Our payment processing partner ( currently Stripe","service providers"
"Zocdoc",3360,3361,"can learn more about our reviews process here . Third-Party","Business Partners","You Access Through the Services * We will disclose certain","business partners"
"Zocdoc",4800,4800,"including third-party ad servers , ad agencies , ad technology","vendors","and research firms , to collect data on the Services","vendors"
"Zocdoc",4951,4952,"the Services . To accomplish this , we or our","service providers","may deliver Cookies , including Web Beacons , from an","service providers"
"Zocdoc",10064,10065,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",10138,10139,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",10188,10189,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Health Information Exchanges Ad Networks *","service providers"
"Zocdoc",10246,10247,", and Improving the Services * Marketing the Services *","Service Providers","* Analytics Partners * Ad Networks * Parties you authorize","service providers"
"Zocdoc",10301,10302,", and Improving the Services * Corresponding with You *","Service Providers","* Parties you authorize , access , or authenticate Users","service providers"
"Zocdoc",10373,10374,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",10430,10431,", and Improving the Services * Corresponding with You *","Service Providers","( specifically , our current payment processing partner , Stripe","service providers"
"Zocdoc",10486,10487,", and Improving the Services * Corresponding with You *","Service Providers","* Parties you authorize , access , or authenticate Sensitive","service providers"
"Zocdoc",10584,10585,", and Improving the Services * Corresponding with You *","Service Providers","* Analytics Partners * Healthcare Providers * Health Information Exchanges","service providers"
"Zocdoc",10641,10642,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",10696,10697,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Insurance Providers * Health Information Exchanges","service providers"
"Zocdoc",10754,10755,", and Improving the Services * Corresponding with You *","Service Providers","* Healthcare Providers * Health Information Exchanges * Parties you","service providers"
"Zocdoc",10974,10975,"and mobile device , as applicable . From Third Parties","Service Providers","* We may use service providers to analyze how you","service providers"
"Zocdoc",10980,10981,". From Third Parties Service Providers * We may use","service providers","to analyze how you interact and engage with the Services","service providers"
"Zocdoc",11007,11008,"provide you with customer support . * We may use","service providers","to obtain information to generate leads and to create user","service providers"
"Zocdoc",11152,11153,"* We receive information about you from some of our","service providers","who assist us with marketing or promotional services related to","service providers"
"Zocdoc",11704,11705,"may disclose your Personal Data with the following categories of","service providers","and other third parties for the indicated business purposes :","service providers"
"Zocdoc",11731,11732,"Whom We Share Personal Data Business Purpose for Sharing Data","Service Providers","Payment Processors * Our payment processing partner ( currently Stripe","service providers"
"Zocdoc",12324,12325,"can learn more about our reviews process here . Third-Party","Business Partners","You Access Through the Services * We will disclose certain","business partners"
"Zocdoc",13764,13764,"including third-party ad servers , ad agencies , ad technology","vendors","and research firms , to collect data on the Services","vendors"
"Zocdoc",13915,13916,"the Services . To accomplish this , we or our","service providers","may deliver Cookies , including Web Beacons , from an","service providers"
"Adidas.Running",473,474,". Please note that the processing of personal data of","business partners","and applicants is not subject to this Privacy Notice .","business partners"
"Adidas.Running",2351,2352,"personal data with Processors , in this case with Messaging","Service Providers","and CRM Solution Providers . 3 . Providing our Products","service providers"
"Adidas.Running",3135,3136,"in this case with , CRM Solution Providers and Messaging","Service Providers",", and with shipping companies , where applicable . 3.7","service providers"
"Adidas.Running",3308,3309,"in this case with , CRM Solution Providers and Messaging","Service Providers",". 3.8 Operating the Products . We screen all traffic","service providers"
"Adidas.Running",4461,4462,"Solution Providers ( Customer Relationship Management Service ) and Messaging","Service Providers",". Further information on our processors can be found in","service providers"
"Adidas.Running",4943,4944,"courts and with Processors , in this case with Messaging","Service Providers",". 3.15 Contract Dispute and / or Legal Compliance .","service providers"
"Adidas.Running",5108,5109,"Processors , in this case Cloud Solution Providers and Messaging","Service Providers",". 4.1 General Information . We share your personal data","service providers"
"Adidas.Running",6183,6184,"have chosen . 4.4 Sharing of personal data with our","Service Providers","( “ Processors ” ) . We share your personal","service providers"
"Adidas.Running",6284,6285,", Cloud Solution Providers , CRM Solution Providers , Messaging","Service Providers",", Payment Service Providers , Authentication Solution Providers and Research","service providers"
"Adidas.Running",6288,6289,", CRM Solution Providers , Messaging Service Providers , Payment","Service Providers",", Authentication Solution Providers and Research / Survey Solution Providers","service providers"
"Adidas.Running",7973,7974,"loss , destruction , or damage . We require our","service providers","to do the same through contractual agreements . These security","service providers"
"All.the.Rings",75,75,"published or otherwise made available by Cerebral Gardens or its","affiliates","including , but not limited to mobile applications , desktop","affiliates"
"All.the.Rings",190,190,"Cerebral Gardens Services "" . Cerebral Gardens , including its","affiliates",", collects , stores , and uses your personal information","affiliates"
"All.the.Rings",822,822,"personal information about you as follows : With third party","vendors","and other service providers who need access to your information","vendors"
"All.the.Rings",825,826,"you as follows : With third party vendors and other","service providers","who need access to your information to carry out work","service providers"
"All.the.Rings",1510,1510,"published or otherwise made available by Cerebral Gardens or its","affiliates","including , but not limited to mobile applications , desktop","affiliates"
"All.the.Rings",1625,1625,"Cerebral Gardens Services "" . Cerebral Gardens , including its","affiliates",", collects , stores , and uses your personal information","affiliates"
"All.the.Rings",2257,2257,"personal information about you as follows : With third party","vendors","and other service providers who need access to your information","vendors"
"All.the.Rings",2260,2261,"you as follows : With third party vendors and other","service providers","who need access to your information to carry out work","service providers"
"All.the.Rings",2936,2936,"published or otherwise made available by Cerebral Gardens or its","affiliates","including , but not limited to mobile applications , desktop","affiliates"
"All.the.Rings",3051,3051,"Cerebral Gardens Services "" . Cerebral Gardens , including its","affiliates",", collects , stores , and uses your personal information","affiliates"
"Amwell",1507,1507,"or general wellness from us or on behalf of our","affiliates","and trusted third-party partners ; Analyze the use of the","affiliates"
"Amwell",1673,1674,"procurement organizations , medical examiners or funeral directors , and","other entities","relevant to providing you with treatment options and support .","other entities"
"Amwell",1687,1687,"providing you with treatment options and support . Authorized third-party","vendors","and service providers . We may share your information with","vendors"
"Amwell",1689,1690,"with treatment options and support . Authorized third-party vendors and","service providers",". We may share your information with third-party vendors and","service providers"
"Amwell",1699,1699,"service providers . We may share your information with third-party","vendors","and service-providers that help us with specialized services , including","vendors"
"Amwell",1757,1757,", chat functionality , and data processing . These third-party","vendors","and service-providers may monitor activity ( including mouse movements and","vendors"
"Amwell",1811,1811,"messages , and information provided by you . These third-party","vendors","and service providers may not use your information for purposes","vendors"
"Amwell",1813,1814,"and information provided by you . These third-party vendors and","service providers","may not use your information for purposes other than those","service providers"
"Amwell",1864,1864,"may be subject to your separate written authorization . Corporate","affiliates",". We may share your information with our corporate affiliates","affiliates"
"Amwell",1874,1874,"affiliates . We may share your information with our corporate","affiliates","that are subject to this policy . Business transfers .","affiliates"
"Amwell",1971,1971,", safety , and security of American Well , our","affiliates",", users , or the public . If we are","affiliates"
"Amwell",2540,2540,"ADVERTISING , LINKS , AND CONTENT Amwell uses third party","vendors","and service-providers that help us provide you the Services .","vendors"
"Amwell",2554,2554,"help us provide you the Services . These third party","vendors","and service providers only collect information about your use of","vendors"
"Amwell",2556,2557,"provide you the Services . These third party vendors and","service providers","only collect information about your use of our Platform in","service providers"
"Amwell",2603,2604,"do not control . We allow third parties , including","business partners",", advertising networks , and other advertising service providers ,","business partners"
"Amwell",2612,2613,"including business partners , advertising networks , and other advertising","service providers",", to collect information about your online activities through cookies","service providers"
"Amwell",4545,4545,"or general wellness from us or on behalf of our","affiliates","and trusted third-party partners ; Analyze the use of the","affiliates"
"Amwell",4711,4712,"procurement organizations , medical examiners or funeral directors , and","other entities","relevant to providing you with treatment options and support .","other entities"
"Amwell",4725,4725,"providing you with treatment options and support . Authorized third-party","vendors","and service providers . We may share your information with","vendors"
"Amwell",4727,4728,"with treatment options and support . Authorized third-party vendors and","service providers",". We may share your information with third-party vendors and","service providers"
"Amwell",4737,4737,"service providers . We may share your information with third-party","vendors","and service-providers that help us with specialized services , including","vendors"
"Amwell",4795,4795,", chat functionality , and data processing . These third-party","vendors","and service-providers may monitor activity ( including mouse movements and","vendors"
"Amwell",4849,4849,"messages , and information provided by you . These third-party","vendors","and service providers may not use your information for purposes","vendors"
"Amwell",4851,4852,"and information provided by you . These third-party vendors and","service providers","may not use your information for purposes other than those","service providers"
"Amwell",4902,4902,"may be subject to your separate written authorization . Corporate","affiliates",". We may share your information with our corporate affiliates","affiliates"
"Amwell",4912,4912,"affiliates . We may share your information with our corporate","affiliates","that are subject to this policy . Business transfers .","affiliates"
"Amwell",5009,5009,", safety , and security of American Well , our","affiliates",", users , or the public . If we are","affiliates"
"Amwell",5578,5578,"ADVERTISING , LINKS , AND CONTENT Amwell uses third party","vendors","and service-providers that help us provide you the Services .","vendors"
"Amwell",5592,5592,"help us provide you the Services . These third party","vendors","and service providers only collect information about your use of","vendors"
"Amwell",5594,5595,"provide you the Services . These third party vendors and","service providers","only collect information about your use of our Platform in","service providers"
"Amwell",5641,5642,"do not control . We allow third parties , including","business partners",", advertising networks , and other advertising service providers ,","business partners"
"Amwell",5650,5651,"including business partners , advertising networks , and other advertising","service providers",", to collect information about your online activities through cookies","service providers"
"Amwell",7906,7906,"longer be available to you . Amwell uses third party","vendors","and service-providers that help us provide you the Services .","vendors"
"Amwell",7920,7920,"help us provide you the Services . These third party","vendors","and service providers only collect information about your use of","vendors"
"Amwell",7922,7923,"provide you the Services . These third party vendors and","service providers","only collect information about your use of our Platform in","service providers"
"Amwell",7969,7970,"do not control . We allow third parties , including","business partners",", advertising networks , and other advertising service providers ,","business partners"
"Amwell",7978,7979,"including business partners , advertising networks , and other advertising","service providers",", to collect information about your online activities through cookies","service providers"
"athenaPatient",370,370,"informationWe , athenahealth , Inc . and our subsidiaries and","affiliates","( “ athenahealth ” , "" we "" , ""","affiliates"
"athenaPatient",1287,1287,"may have to your healthcare provider ; With our third-party","vendors",", consultants , agents , or other service providers or","vendors"
"athenaPatient",1295,1296,"our third-party vendors , consultants , agents , or other","service providers","or other third parties we use to help us provide","service providers"
"athenaPatient",2568,2568,"informationWe , athenahealth , Inc . and our subsidiaries and","affiliates","( “ athenahealth ” , "" we "" , ""","affiliates"
"athenaPatient",3485,3485,"may have to your healthcare provider ; With our third-party","vendors",", consultants , agents , or other service providers or","vendors"
"athenaPatient",3493,3494,"our third-party vendors , consultants , agents , or other","service providers","or other third parties we use to help us provide","service providers"
"athenaPatient",4475,4475,"We , athenahealth , Inc . and our subsidiaries and","affiliates","( “ athenahealth ” , "" we "" , ""","affiliates"
"BetterHelp",200,201,"Privacy Policy , including that we'll share certain data with","Service Providers",". To the extent any data is considered protected health","service providers"
"BetterHelp",3284,3285,"addition to processing , we also share some data with","Service Providers12","in order for us to operate the Platform and to","service providers"
"BetterHelp",3936,3937,"and other tracking technologies to share your data with trusted","Service Providers","that assist us to Process1 data for activities including but","service providers"
"BetterHelp",4808,4809,"2 Data Sharing , we may also partner with some","Service Providers","to assist in marketing campaigns . Remember that in addition","service providers"
"BetterHelp",4835,4836,"rigorous security standards ( as further detailed here ) ,","Service Providers","can only legally use data at our direction - no","service providers"
"BetterHelp",4879,4880,"person or company , other than to us or the","Service Providers","' own subcontractors provided that they're bound to data Processing","service providers"
"BetterHelp",8297,8297,"( such as by using standard contractual clauses with those","vendors",") or specific derogations have been established ( for example","vendors"
"BetterHelp",8567,8567,"DPF click here . To the extent we contract with","vendors","who are outside of the U.S , we ensure that","vendors"
"BetterHelp",9288,9289,"no other person or company can authorize it . Our","Service Providers","are not permitted to disclose data that is individually identifiable","service providers"
"BetterHelp",9313,9314,"person or company , other than to us or the","Service Providers","' own subcontractors provided that they're bound to data Processing","service providers"
"BetterHelp",9341,9342,"than the Service Provider's terms . The data obtained by","Service Providers","from their relationship with us must only be used for","service providers"
"Beyond.Body",1737,1738,". We may disclose your personal data to our payment","service providers",". We will share service data with our payment services","service providers"
"Beyond.Body",1748,1749,"providers . We will share service data with our payment","services providers","only to the extent necessary for the purposes of processing","service providers"
"Beyond.Body",1855,1856,"2.5 . We may disclose your personal data to other","service providers","insofar as it is reasonably necessary to provide specific services","service providers"
"Beyond.Body",1878,1879,"including , providers of servers and maintenance thereof , email","service providers",", service providers used for data analysis , customer satisfaction","service providers"
"Beyond.Body",1881,1882,"of servers and maintenance thereof , email service providers ,","service providers","used for data analysis , customer satisfaction surveys or market","service providers"
"Beyond.Body",4282,4283,"marketing campaigns according to such information . 9.1 . Our","service providers","use cookies and those cookies may be stored on your","service providers"
"Cerebral",90,90,"describes the types of information Cerebral Inc . and its","affiliates","( collectively , “ Cerebral , ” “ we ,","affiliates"
"Cerebral",1264,1264,"be inaccessible or not function properly . Because we and","Vendors","we engage may use non-cookie technologies with your browser or","vendors"
"Cerebral",1938,1938,"Account , medical providers , including Providers , and other","affiliates","may still have the right to retain information under applicable","affiliates"
"Clover",66,66,"a company organized under the laws of Cyprus and its","affiliates","( collectively , “ Wachanga ” or “ we ”","affiliates"
"Clover",1937,1939,"the Website , Wachanga Apps or Services , Wachanga or","trusted third parties","authorized by Wachanga may collect certain technical and routing information","trusted third parties"
"Clover",2283,2283,"in any of the countries in which Wachanga and its","affiliates","and subsidiaries maintain offices or web hosting servers . You","affiliates"
"Clover",2324,2324,"and processing of your information may be undertaken by trusted","vendors","of Wachanga . Such vendors are contractually bound not to","vendors"
"Clover",2329,2329,"may be undertaken by trusted vendors of Wachanga . Such","vendors","are contractually bound not to use your personal information for","vendors"
"Clover",3131,3132,"In order to provide communication services , we engage third-party","service providers","to carry out such newsletter services , surveys or notifications","service providers"
"Clover",4383,4384,"programs , or computer files . In addition , the","service providers","we use to serve and host our advertisements , and","service providers"
"Clover",5213,5213,"services , or special offers available from Wachanga or its","affiliates",". Wachanga will provide you the option to “ opt-out","affiliates"
"Clover",5283,5284,", Wachanga may engage third parties , such as e-mail","service providers",", purchase shipping and order processing merchants and marketing companies","service providers"
"Clover",5335,5336,"specifies . We do provide non-personally identifiable information to certain","service providers","for their use on an aggregated basis for the purpose","service providers"
"Clover",5370,5370,"transfer of personal information to entities outside of the Wachanga’s","affiliates","for their use without your approval . In the event","affiliates"
"Clover",6014,6015,"jurisdictions and also in other countries where Wachanga and its","service providers","conduct business . All Wachanga employees are obligated by our","service providers"
"Crunch.Fitness",148,148,", New York , and our wholly owned subsidiaries and","affiliates","in the United States , collectively referred to as “","affiliates"
"Crunch.Fitness",1330,1331,"franchises , your family and friends , customers , our","business partners","or advertising partners , services providers , staffing agencies ,","business partners"
"Crunch.Fitness",1336,1337,", customers , our business partners or advertising partners ,","services providers",", staffing agencies , or your employer.How do we use","service providers"
"Crunch.Fitness",1580,1580,"For our advertising purposes or those of third parties ,","affiliates",", and related entities to whom we sell or share","affiliates"
"Crunch.Fitness",2392,2393,"We may also share your mobile phone number with our","service providers","or subcontractors who support the services we provide . Your","service providers"
"Crunch.Fitness",2415,2415,"phone number will not be shared with third parties or","affiliates","for their marketing or promotional purposes without explicit consent .","affiliates"
"Crunch.Fitness",2439,2439,"out of our sharing your mobile phone number with our","affiliates","and related entities by contacting us at moc.hcnurc @ycavirp .","affiliates"
"Crunch.Fitness",2464,2465,"cannot opt out of our sharing your number with our","service providers","or subcontractors . Advertising . We or third parties may","service providers"
"Crunch.Fitness",2686,2686,"out those purposes . Prior to disclosing your PI to","affiliates",", vendors , service providers and business partners , we","affiliates"
"Crunch.Fitness",2688,2688,"purposes . Prior to disclosing your PI to affiliates ,","vendors",", service providers and business partners , we generally require","vendors"
"Crunch.Fitness",2690,2691,"Prior to disclosing your PI to affiliates , vendors ,","service providers","and business partners , we generally require that they comply","service providers"
"Crunch.Fitness",2693,2694,"your PI to affiliates , vendors , service providers and","business partners",", we generally require that they comply with applicable privacy","business partners"
"Crunch.Fitness",2792,2793,"your emergency contact or authorized agent or representative • third-party","service providers","under appropriate confidentiality and data privacy obligations ( only for","service providers"
"Crunch.Fitness",2822,2823,"as payment processing or fulfillment services ) • third party","service providers","that provide advertising , promotional , and marketing services for","service providers"
"Crunch.Fitness",2848,2848,"on our behalf and on behalf of our franchisees and","affiliates",". • third parties for their own advertising and marketing","affiliates"
"Crunch.Fitness",2877,2878,"services excluding mobile phone data without explicit consent • professional","services providers","such as accountants and attorneys • third parties in connection","service providers"
"Crunch.Fitness",3420,3421,". Third parties , such as our advertising partners or","service providers",", may also place cookies on your devices when you","service providers"
"Crunch.Fitness",5035,5036,"We may share this information with third parties , including","business partners","and service providers , to provide information , offers ,","business partners"
"Crunch.Fitness",5038,5039,"this information with third parties , including business partners and","service providers",", to provide information , offers , and services that","service providers"
"Crunch.Fitness",5487,5487,"out of our sharing your mobile phone number with our","affiliates","and related entities for their advertising purposes , contact us","affiliates"
"Crunch.Fitness",5516,5517,"cannot opt out of our sharing your number with our","service providers","or subcontractors . To opt out of our texting program","service providers"
"Crunch.Fitness",6407,6408,"may be stored or processed , for example on our","service providers","’ cloud servers . When we transfer personal data ,","service providers"
"Crunch.Fitness",7509,7509,", New York , and our wholly owned subsidiaries and","affiliates","in the United States , collectively referred to as “","affiliates"
"Crunch.Fitness",8678,8679,"franchises , your family and friends , customers , our","business partners","or advertising partners , services providers , staffing agencies ,","business partners"
"Crunch.Fitness",8684,8685,", customers , our business partners or advertising partners ,","services providers",", staffing agencies , or your employer . We use","service providers"
"Crunch.Fitness",8923,8923,"For our advertising purposes or those of third parties ,","affiliates",", and related entities to whom we sell or share","affiliates"
"Crunch.Fitness",9737,9738,"We may also share your mobile phone number with our","service providers","or subcontractors who support the services we provide . Your","service providers"
"Crunch.Fitness",9760,9760,"phone number will not be shared with third parties or","affiliates","for their marketing or promotional purposes without explicit consent .","affiliates"
"Crunch.Fitness",9784,9784,"out of our sharing your mobile phone number with our","affiliates","and related entities by contacting us at moc.hcnurc @ycavirp .","affiliates"
"Crunch.Fitness",9809,9810,"cannot opt out of our sharing your number with our","service providers","or subcontractors . Advertising . We or third parties may","service providers"
"Crunch.Fitness",10025,10025,"out those purposes . Prior to disclosing your PI to","affiliates",", vendors , service providers and business partners , we","affiliates"
"Crunch.Fitness",10027,10027,"purposes . Prior to disclosing your PI to affiliates ,","vendors",", service providers and business partners , we generally require","vendors"
"Crunch.Fitness",10029,10030,"Prior to disclosing your PI to affiliates , vendors ,","service providers","and business partners , we generally require that they comply","service providers"
"Crunch.Fitness",10032,10033,"your PI to affiliates , vendors , service providers and","business partners",", we generally require that they comply with applicable privacy","business partners"
"Crunch.Fitness",10131,10132,"your emergency contact or authorized agent or representative • third-party","service providers","under appropriate confidentiality and data privacy obligations ( only for","service providers"
"Crunch.Fitness",10161,10162,"as payment processing or fulfillment services ) • third party","service providers","that provide advertising , promotional , and marketing services for","service providers"
"Crunch.Fitness",10187,10187,"on our behalf and on behalf of our franchisees and","affiliates",". • third parties for their own advertising and marketing","affiliates"
"Crunch.Fitness",10216,10217,"services excluding mobile phone data without explicit consent • professional","services providers","such as accountants and attorneys • third parties in connection","service providers"
"Crunch.Fitness",10755,10756,". Third parties , such as our advertising partners or","service providers",", may also place cookies on your devices when you","service providers"
"Crunch.Fitness",12353,12354,"We may share this information with third parties , including","business partners","and service providers , to provide information , offers ,","business partners"
"Crunch.Fitness",12356,12357,"this information with third parties , including business partners and","service providers",", to provide information , offers , and services that","service providers"
"Crunch.Fitness",12803,12803,"out of our sharing your mobile phone number with our","affiliates","and related entities for their advertising purposes , contact us","affiliates"
"Crunch.Fitness",12832,12833,"cannot opt out of our sharing your number with our","service providers","or subcontractors . To opt out of our texting program","service providers"
"Crunch.Fitness",13659,13660,"may be stored or processed , for example on our","service providers","’ cloud servers . When we transfer personal data ,","service providers"
"Curable",1894,1895,"any other party . • To agents , contractors ,","service providers",", and other third parties we use to provide our","service providers"
"Curable",1941,1941,"providers , web hosting providers , customer and technical support","vendors",", payment processors , app use analytics providers , email","vendors"
"Curable",1962,1963,"and communications support providers , and the like . These","service providers","are necessary to Curable’s business , and Curable would be","service providers"
"Curable",2325,2325,"property , or safety of you , Curable , our","affiliates",", our customers , or others . This includes exchanging","affiliates"
"Curable",3329,3330,"support@curablehealth.com . 8 . LOCATION OF DATA Curable and our","service providers","’ servers containing personal information are located in the United","service providers"
"Curable",5412,5413,"any other party . • To agents , contractors ,","service providers",", and other third parties we use to provide our","service providers"
"Curable",5459,5459,"providers , web hosting providers , customer and technical support","vendors",", payment processors , app use analytics providers , email","vendors"
"Curable",5480,5481,"and communications support providers , and the like . These","service providers","are necessary to Curable’s business , and Curable would be","service providers"
"Curable",5843,5843,"property , or safety of you , Curable , our","affiliates",", our customers , or others . This includes exchanging","affiliates"
"Curable",6847,6848,"support@curablehealth.com . 8 . LOCATION OF DATA Curable and our","service providers","’ servers containing personal information are located in the United","service providers"
"Doctor.on.Demand",619,620,"your health information to get payment from health plans and","other entities",". We document the services and supplies you receive when","other entities"
"Doctor.on.Demand",1473,1473,"through which online health services are provided ; and All","affiliates","and volunteers . Your Rights Regarding Your Health Information You","affiliates"
"Eat.This.Much",55,55,"or "" Eat This Much "" ) , and our","affiliates","and subsidiaries , collect , use and disclose your personal","affiliates"
"Eat.This.Much",1622,1623,"administration ) or external parties ( such as third-party technical","service providers",", mail carriers , hosting providers , IT companies ,","service providers"
"Eat.This.Much",2045,2045,"We may disclose your personal data to our subsidiaries and","affiliates","to fulfill the purpose for which you provide it ,","affiliates"
"Eat.This.Much",4581,4582,"consumer request , we will delete ( and direct our","service providers","to delete ) your personal information , unless an exception","service providers"
"Eat.This.Much",4611,4612,"if retaining the information is necessary for us or our","service providers","to : To exercise the access , data portability ,","service providers"
"EveryDose",859,860,"may share your information , including Personal Information , with","service providers","who have a contractual relationship with us in connection with","service providers"
"EveryDose",1220,1221,"our business assets.We are not responsible for the actions of","service providers","or other third parties , nor are we responsible for","service providers"
"FEMM",2815,2816,"market research will be used only by FEMM and its","service providers","and contractors and will not be given or sold to","service providers"
"FEMM",4341,4341,"providing products or services to FEMM . These contractors include","vendors","and suppliers that provide us with technology , services ,","vendors"
"FEMM",8824,8825,"market research will be used only by FEMM and its","service providers","and contractors and will not be given or sold to","service providers"
